General happiness,Gss year for this respondent                       
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Don't know,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Don't know,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Don't know,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Don't know,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Don't know,2014
Pretty happy,2014
Not too happy,2014
Pretty happy,2014
Not too happy,2014
Not too happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Very happy,2014
Very happy,2014
Pretty happy,2014
Very happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2014
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Don't know,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Don't know,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
